Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     28.25     0.00        9     0.00     0.00  lxray_ (egs5.f:3682)
  0.00     28.25     0.00        9     0.00     0.00  redxst_ (ggm02.f:2710)
  0.00     28.25     0.00        9     0.00     0.02  sctpni_ (ggm06.f:1321)
  0.00     28.25     0.00        9     0.00     0.17  vpimu_ (muonint.f:402)
  0.00     28.25     0.00        8     0.00     0.00  date_a_time_ (mdp-uni90.f:82)
  0.00     28.25     0.00        8     0.00     0.00  echprt_ (tallsm3.f:14348)
  0.00     28.25     0.00        8     0.00     0.00  jamdetb1_ (jamcross.f:6743)
  0.00     28.25     0.00        8     0.00     0.00  pydcyk_ (pyjet.f:4549)
  0.00     28.25     0.00        7     0.00     0.00  hifun_ (jamhij.f:1177)
  0.00     28.25     0.00        7     0.00     0.00  jamcbb2_ (jamcross.f:1007)
  0.00     28.25     0.00        7     0.00     0.00  jamslope_ (jamcoll.f:2728)
  0.00     28.25     0.00        7     0.00     0.00  linearone_ (photnucl.f:15331)
  0.00     28.25     0.00        7     0.00     0.00  pyedit_ (pyjet.f:7470)
  0.00     28.25     0.00        7     0.00     0.00  rdpname_ (tallsm1.f:3695)
  0.00     28.25     0.00        7     0.00     0.00  readm_ (utl03.f:384)
  0.00     28.25     0.00        7     0.00     0.00  splineab_ (inclp.f:1363)
  0.00     28.25     0.00        7     0.00     0.00  splinecd_ (inclp.f:1418)
  0.00     28.25     0.00        7     0.00     0.00  wcmt_ (a-main1.f:3773)
  0.00     28.25     0.00        7     0.00     0.00  wfrmg_ (a-main1.f:20298)
  0.00     28.25     0.00        7     0.00     0.00  zfoi_ (range.f:1367)
  0.00     28.25     0.00        6     0.00     0.05  a_angel_ (a-angel.f:3)
  0.00     28.25     0.00        6     0.00     0.00  jamerrm_ (jam.f:2170)
  0.00     28.25     0.00        6     0.00     0.00  jamrdec_ (jamdec.f:427)
  0.00     28.25     0.00        6     0.00     0.00  pionprod_ (photnucl.f:15346)
  0.00     28.25     0.00        6     0.00     0.00  prestart_ (restart.f:3)
  0.00     28.25     0.00        6     0.00     0.00  sufchk_ (ggs01.f:3939)
  0.00     28.25     0.00        6     0.00     0.00  tmpneu_ (ggm02.f:6612)
  0.00     28.25     0.00        6     0.00     0.00  tregion3_ (tallsm1.f:6212)
  0.00     28.25     0.00        5     0.00     0.00  attrad_ (jamsoft.f:2967)
  0.00     28.25     0.00        5     0.00     0.00  az2k_ (inclp.f:17332)
  0.00     28.25     0.00        5     0.00     0.00  chname_ (utl01.f:207)
  0.00     28.25     0.00        5     0.00     0.00  clust_dens_new_ (inclp.f:15698)
  0.00     28.25     0.00        5     0.00     0.00  cput_a_ (mdp-uni90.f:38)
  0.00     28.25     0.00        5     0.00     0.00  getmsh_ (tallsm1.f:10596)
  0.00     28.25     0.00        5     0.00     0.00  hijwds_ (jamhij.f:1030)
  0.00     28.25     0.00        5     0.00     0.00  jamboost_ (jam.f:2610)
  0.00     28.25     0.00        5     0.00     0.00  jamclist_ (jamcoll.f:808)
  0.00     28.25     0.00        5     0.00     0.00  jamcoll_ (jamcoll.f:53)
  0.00     28.25     0.00        5     0.00     0.00  jamevt_ (jam.f:82)
  0.00     28.25     0.00        5     0.00     0.00  jamfdec_ (jamdec.f:1324)
  0.00     28.25     0.00        5     0.00     0.00  jamfrg_ (jamsoft.f:2274)
  0.00     28.25     0.00        5     0.00     0.00  jamgrund_ (jam.f:2676)
  0.00     28.25     0.00        5     0.00     0.00  jamhijin_ (jam.f:3203)
  0.00     28.25     0.00        5     0.00     0.00  jamin_ (jamin.f:3)
  0.00     28.25     0.00        5     0.00     0.00  jaminbm_ (jam.f:1283)
  0.00     28.25     0.00        5     0.00     0.00  jaminie_ (jam.f:427)
  0.00     28.25     0.00        5     0.00     0.00  jaminit_ (jam.f:319)
  0.00     28.25     0.00        5     0.00     0.00  jamjdec_ (jamsoft.f:1722)
  0.00     28.25     0.00        5     0.00     0.00  jamjeti_ (jam.f:3043)
  0.00     28.25     0.00        5     0.00     0.00  jamjin_ (jamin.f:495)
  0.00     28.25     0.00        5     0.00     0.00  jampauli_ (jamcoll.f:3654)
  0.00     28.25     0.00        5     0.00     0.00  jamread_ (jam.f:680)
  0.00     28.25     0.00        5     0.00     0.00  pyexec_ (pyjet.f:1051)
  0.00     28.25     0.00        5     0.00     0.00  pyprep_ (pyjet.f:1222)
  0.00     28.25     0.00        5     0.00     0.00  pystrf_ (pyjet.f:1613)
  0.00     28.25     0.00        5     0.00     0.00  stringprod_ (muonint.f:797)
  0.00     28.25     0.00        5     0.00     0.00  trckech_ (tallsm3.f:4665)
  0.00     28.25     0.00        5     0.00     0.00  tregvl_ (tallsm1.f:4608)
  0.00     28.25     0.00        5     0.00     0.00  unstclst_ (inclp.f:16762)
  0.00     28.25     0.00        4     0.00     0.00  adscpr_ (egs5.f:8198)
  0.00     28.25     0.00        4     0.00     0.00  brmmu_ (muonint.f:2063)
  0.00     28.25     0.00        4     0.00     0.00  dcols_ (a-utl00.f:924)
  0.00     28.25     0.00        4     0.00     0.00  jamabsrb_ (jamcoll.f:1796)
  0.00     28.25     0.00        4     0.00     0.00  jamxpin_ (jamcross.f:5406)
  0.00     28.25     0.00        4     0.00     0.00  jamzero_ (jamcoll.f:3244)
  0.00     28.25     0.00        4     0.00     0.00  mbodyp_ (ggs01.f:3550)
  0.00     28.25     0.00        4     0.00     0.00  pyerrm_ (pyjet.f:6978)
  0.00     28.25     0.00        4     0.00     0.00  readnc_ (read02.f:22467)
  0.00     28.25     0.00        4     0.00     0.00  tallsave_ (tallsm1.f:3622)
  0.00     28.25     0.00        4     0.00     0.00  wline01_ (a-line.f:387)
  0.00     28.25     0.00        4     0.00     0.00  wrbox_ (a-main1.f:18544)
  0.00     28.25     0.00        4     0.00     0.00  wtpname_ (tallsm3.f:14231)
  0.00     28.25     0.00        4     0.00     0.00  ztbl_ (egs5.f:13947)
  0.00     28.25     0.00        3     0.00     0.00  closef_ (a-utl00.f:53)
  0.00     28.25     0.00        3     0.00     0.00  dnen1_ (a-utl00.f:612)
  0.00     28.25     0.00        3     0.00     0.00  echrg2_ (tallsm3.f:15322)
  0.00     28.25     0.00        3     0.00     0.00  echrg3_ (tallsm3.f:15602)
  0.00     28.25     0.00        3     0.00     0.00  echrg_ (tallsm3.f:15107)
  0.00     28.25     0.00        3     0.00     0.00  inpdat_ (a-main1.f:25493)
  0.00     28.25     0.00        3     0.00     0.00  jamedit_ (jamcoll.f:3151)
  0.00     28.25     0.00        3     0.00     0.00  ripmake_ (read02.f:19883)
  0.00     28.25     0.00        3     0.00     0.00  timex_ (utl01.f:86)
  0.00     28.25     0.00        3     0.00     0.00  tproech_ (tallsm3.f:10511)
  0.00     28.25     0.00        3     0.00     0.00  writehd_ (a-main1.f:13155)
  0.00     28.25     0.00        2     0.00     0.00  __cosmicmod_MOD_cosmicangsetup (cosmicmod.f:11)
  0.00     28.25     0.00        2     0.00     0.00  __lafdatamod_MOD_init_laf (lafdatamod.f:9)
  0.00     28.25     0.00        2     0.00     0.00  __partmod_MOD_allocate_part_temp (partmod.f:29)
  0.00     28.25     0.00        2     0.00     0.00  __talmod_MOD_calc_talsize (talmod.f:32)
  0.00     28.25     0.00        2     0.00     0.00  celsuf_ (ggs01.f:4601)
  0.00     28.25     0.00        2     0.00     0.00  char_int_ (dedx_file.f:615)
  0.00     28.25     0.00        2     0.00     0.00  chkcdf_ (ggs00.f:2694)
  0.00     28.25     0.00        2     0.00     0.00  dcsstor_ (egs5.f:6279)
  0.00     28.25     0.00        2     0.00     0.00  differ_ (egs5.f:9466)
  0.00     28.25     0.00        2     0.00     0.00  ebind_ (egs5.f:9544)
  0.00     28.25     0.00        2     0.00     0.00  echsrst_ (read00.f:28121)
  0.00     28.25     0.00        2     0.00     0.00  elinit_ (egs5.f:6833)
  0.00     28.25     0.00        2     0.00     0.00  errwriteio_ (errcheck.f:31)
  0.00     28.25     0.00        2     0.00     0.34  esteplim_ (egs5.f:7023)
  0.00     28.25     0.00        2     0.00     0.00  eventanalyz_ (talls08.f:3)
  0.00     28.25     0.00        2     0.00     0.00  getd_ (cosmicray.f90:1342)
  0.00     28.25     0.00        2     0.00     0.00  gethp_ (cosmicray.f90:1812)
  0.00     28.25     0.00        2     0.00     0.00  getmedname_ (egs5init.f:917)
  0.00     28.25     0.00        2     0.00     0.00  inigrd_ (egs5.f:7783)
  0.00     28.25     0.00        2     0.00     0.00  jamangin_ (jamcoll.f:2811)
  0.00     28.25     0.00        2     0.00     0.00  jamangrr_ (jamcoll.f:2871)
  0.00     28.25     0.00        2     0.00     0.00  jambmas_ (jamcross.f:3273)
  0.00     28.25     0.00        2     0.00     0.00  jambwtbl_ (jamcross.f:6121)
  0.00     28.25     0.00        2     0.00     0.00  jamcbb1_ (jamcross.f:899)
  0.00     28.25     0.00        2     0.00     0.00  jamxdelt_ (jamcross.f:6004)
  0.00     28.25     0.00        2     0.00     0.00  lay_ (egs5.f:10204)
  0.00     28.25     0.00        2     0.00     0.00  mbody1_ (ggs01.f:1959)
  0.00     28.25     0.00        2     0.00     0.00  mbody2_ (ggs01.f:3292)
  0.00     28.25     0.00        2     0.00     0.00  mix_ (egs5.f:10410)
  0.00     28.25     0.00        2     0.00     0.00  mk_2derrfn_ (resutl.f:356)
  0.00     28.25     0.00        2     0.00     0.05  ppdctreg_ (talls05.f:1440)
  0.00     28.25     0.00        2     0.00     0.00  preline_ (a-line.f:262)
  0.00     28.25     0.00        2     0.00     0.00  rdscpr_ (egs5.f:13222)
  0.00     28.25     0.00        2     0.00     0.00  sect_a_ (mdp-uni90.f:3)
  0.00     28.25     0.00        2     0.00     0.00  spinit_ (egs5.f:13296)
  0.00     28.25     0.00        2     0.00     0.00  summary_param_resfile_ (tallsm2.f:41028)
  0.00     28.25     0.00        2     0.00     0.00  wonel_ (ggs01.f:4792)
  0.00     28.25     0.00        2     0.00     0.00  wtscpr_ (egs5.f:13894)
  0.00     28.25     0.00        1     0.00    28.18  MAIN__ (main.f:2)
  0.00     28.25     0.00        1     0.00     0.00  __dedx_file_MOD_dedx_file_allocate (dedx_file.f:34)
  0.00     28.25     0.00        1     0.00     0.00  __dedx_file_MOD_dedx_file_deallocate (dedx_file.f:53)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_bcomp_mod_MOD_allocate_egs5_bcomp (egs5mod.f:4603)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_bcomp_mod_MOD_deallocate_egs5_bcomp (egs5mod.f:4637)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_brempr_mod_MOD_allocate_egs5_brempr (egs5mod.f:108)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_brempr_mod_MOD_deallocate_egs5_brempr (egs5mod.f:131)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_edge_mod_MOD_allocate_egs5_edge (egs5mod.f:4171)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_edge_mod_MOD_deallocate_egs5_edge (egs5mod.f:4200)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_eiicom_mod_MOD_allocate_egs5_eiicom (egs5mod.f:4285)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_eiicom_mod_MOD_deallocate_egs5_eiicom (egs5mod.f:4310)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_elecin_mod_MOD_allocate_egs5_elecin (egs5mod.f:4434)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_elecin_mod_MOD_deallocate_egs5_elecin (egs5mod.f:4474)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_media_mod_MOD_allocate_egs5_media (egs5mod.f:4732)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_media_mod_MOD_deallocate_egs5_media (egs5mod.f:4767)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_ms_mod_MOD_allocate_egs5_ms (egs5mod.f:4530)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_ms_mod_MOD_deallocate_egs5_ms (egs5mod.f:4560)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_mscon_mod_MOD_allocate_egs5_mscon (egs5mod.f:4850)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_mscon_mod_MOD_deallocate_egs5_mscon (egs5mod.f:4872)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_photin_mod_MOD_allocate_egs5_photin (egs5mod.f:5086)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_photin_mod_MOD_deallocate_egs5_photin (egs5mod.f:5114)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_scpw_mod_MOD_allocate_egs5_scpw (egs5mod.f:5185)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_scpw_mod_MOD_deallocate_egs5_scpw (egs5mod.f:5212)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_thresh_mod_MOD_allocate_egs5_thresh (egs5mod.f:5279)
  0.00     28.25     0.00        1     0.00     0.00  __egs5_thresh_mod_MOD_deallocate_egs5_thresh (egs5mod.f:5296)
  0.00     28.25     0.00        1     0.00     0.00  __eledatamod_MOD_allocate_frac_ichem (elemdatamod.f:446)
  0.00     28.25     0.00        1     0.00     0.00  __eventtalmod_MOD_allocate_eventtal (eventtalmod.f:32)
  0.00     28.25     0.00        1     0.00     0.00  __eventtalmod_MOD_allocate_eventtal_itr (eventtalmod.f:565)
  0.00     28.25     0.00        1     0.00     0.00  __eventtalmod_MOD_deallocate_eventtal (eventtalmod.f:860)
  0.00     28.25     0.00        1     0.00     0.00  __eventtalmod_MOD_deallocate_eventtal_itr (eventtalmod.f:867)
  0.00     28.25     0.00        1     0.00     0.00  __ggbankmod_MOD_allocate_ggbank (ggbankmod.f:11)
  0.00     28.25     0.00        1     0.00     0.00  __ggbankmod_MOD_deallocate_ggbank (ggbankmod.f:18)
  0.00     28.25     0.00        1     0.00     0.00  __ggmarraymod_MOD_allocate_ggmarray (ggmarraymod.f:52)
  0.00     28.25     0.00        1     0.00     0.00  __ggmarraymod_MOD_allocate_ixs (ggmarraymod.f:110)
  0.00     28.25     0.00        1     0.00     0.00  __ggmbankmod_MOD_allocate_ggmbank (ggmbankmod.f:17)
  0.00     28.25     0.00        1     0.00     0.00  __ggmbankmod_MOD_deallocate_ggmbank (ggmbankmod.f:24)
  0.00     28.25     0.00        1     0.00     0.00  __ggmbankmod_MOD_init_ggmbank (ggmbankmod.f:30)
  0.00     28.25     0.00        1     0.00     0.00  __lafdatamod_MOD_deallocate_laf (lafdatamod.f:36)
  0.00     28.25     0.00        1     0.00     0.00  __levdat_MOD_allocripl (gammod.f:166)
  0.00     28.25     0.00        1     0.00     0.00  __levdenmod_MOD_sstbl (levdenmod.f:831)
  0.00     28.25     0.00        1     0.00     0.00  __membankmod_MOD_allocate_membank (membankmod.f:65)
  0.00     28.25     0.00        1     0.00     0.00  __membankmod_MOD_deallocate_membank (membankmod.f:133)
  0.00     28.25     0.00        1     0.00     0.00  __mmbankmod_MOD_allocate_mmbank (mmbankmod.f:68)
  0.00     28.25     0.00        1     0.00     0.00  __mmbankmod_MOD_deallocate_mmbank (mmbankmod.f:126)
  0.00     28.25     0.00        1     0.00     0.00  __mod_counter_MOD_allocate_evts (mod_counter.f:32)
  0.00     28.25     0.00        1     0.00     0.00  __mod_counter_MOD_deallocate_evts (mod_counter.f:50)
  0.00     28.25     0.00        1     0.00     0.00  __mod_counter_MOD_init_evts (mod_counter.f:62)
  0.00     28.25     0.00        1     0.00     0.00  __ngsdatamod_MOD_fstbl (ngsdatamod.f:10118)
  0.00     28.25     0.00        1     0.00     0.00  __ngsdatamod_MOD_gstbl (ngsdatamod.f:10057)
  0.00     28.25     0.00        1     0.00     0.00  __partmod_MOD_allocate_part (partmod.f:89)
  0.00     28.25     0.00        1     0.00     0.00  __partmod_MOD_deallocate_part (partmod.f:145)
  0.00     28.25     0.00        1     0.00     0.00  __partmod_MOD_set_angellines (partmod.f:162)
  0.00     28.25     0.00        1     0.00     0.00  __pegs_dcsstr_mod_MOD_allocate_pegs_dcsstr (egs5mod.f:4960)
  0.00     28.25     0.00        1     0.00     0.00  __pegs_dcsstr_mod_MOD_deallocate_pegs_dcsstr (egs5mod.f:4992)
  0.00     28.25     0.00        1     0.00     0.00  __qmd_cood2_mod_MOD_coodalloc (qmd_cood2_mod.f:105)
  0.00     28.25     0.00        1     0.00     0.00  __qmd_cood2_mod_MOD_cooddealloc (qmd_cood2_mod.f:334)
  0.00     28.25     0.00        1     0.00     0.00  __restalmod_MOD_deallocate_restal (restalmod.f:409)
  0.00     28.25     0.00        1     0.00     0.00  __sangelmod_MOD_allocate_sangel (sangelmod.f:21)
  0.00     28.25     0.00        1     0.00     0.00  __sangelmod_MOD_deallocate_sangel (sangelmod.f:48)
  0.00     28.25     0.00        1     0.00     0.00  __talmod_MOD_allocate_tal (talmod.f:427)
  0.00     28.25     0.00        1     0.00     0.00  __talmod_MOD_deallocate_tal (talmod.f:472)
  0.00     28.25     0.00        1     0.00     0.00  __talmod_MOD_init_talmod (talmod.f:18)
  0.00     28.25     0.00        1     0.00     0.00  allocates_egs5_ (egs5init.f:836)
  0.00     28.25     0.00        1     0.00     0.00  block_set_ (egs5.f:787)
  0.00     28.25     0.00        1     0.00     0.00  caltot_ (risource.f:6093)
  0.00     28.25     0.00        1     0.00     0.00  copyin_egs5_ (egs5init2.f:29)
  0.00     28.25     0.00        1     0.00     0.00  counters_out_ (egs5.f:38)
  0.00     28.25     0.00        1     0.00     0.00  datamaxsummary_ (ggm08.f:1733)
  0.00     28.25     0.00        1     0.00     0.00  deallocates_egs5_ (egs5init.f:878)
  0.00     28.25     0.00        1     0.00     0.00  echoi_ (read00.f:17079)
  0.00     28.25     0.00        1     0.00     0.00  edgbin_ (egs5.f:1834)
  0.00     28.25     0.00        1     0.00     0.89  egs5init_ (egs5init.f:2)
  0.00     28.25     0.00        1     0.00     0.00  gcell_ (read03.f:3)
  0.00     28.25     0.00        1     0.00     0.00  gemset_ (gem.f:3)
  0.00     28.25     0.00        1     0.00     0.00  getfltn_ (getflt.f:2040)
  0.00     28.25     0.00        1     0.00     0.01  getxst_ (ggm02.f:1923)
  0.00     28.25     0.00        1     0.00     0.00  gsurf_ (read03.f:2025)
  0.00     28.25     0.00        1     0.00     0.00  hatch_ (egs5.f:2233)
  0.00     28.25     0.00        1     0.00     0.00  hone2_ (a-hsect.f:2004)
  0.00     28.25     0.00        1     0.00     0.00  hone_ (a-hsect.f:3)
  0.00     28.25     0.00        1     0.00     0.00  igamma1set_ (gamma1.f:43)
  0.00     28.25     0.00        1     0.00     0.00  init_anatal_ (anatally.f:3)
  0.00     28.25     0.00        1     0.00     0.00  init_sors_ (sors.f:3911)
  0.00     28.25     0.00        1     0.00     0.00  init_sumtal_ (sumtally.f:3)
  0.00     28.25     0.00        1     0.00     0.00  jambres1_ (jamcross.f:6032)
  0.00     28.25     0.00        1     0.00     0.00  jambwmas_ (jamdec.f:1098)
  0.00     28.25     0.00        1     0.00     0.00  jamcomp0_ (jam.f:3685)
  0.00     28.25     0.00        1     0.00     0.00  jamrmas1_ (jamcross.f:3803)
  0.00     28.25     0.00        1     0.00     0.00  jamsetpa_ (jam.f:3773)
  0.00     28.25     0.00        1     0.00     0.00  lgline_ (a-main1.f:8190)
  0.00     28.25     0.00        1     0.00     0.00  lndfn_ (a-main1.f:19458)
  0.00     28.25     0.00        1     0.00     0.00  masatm_ (ggm02.f:1483)
  0.00     28.25     0.00        1     0.00     0.00  mater_ (read02.f:21502)
  0.00     28.25     0.00        1     0.00     0.00  parabcsti_ (mpi-non.f:72)
  0.00     28.25     0.00        1     0.00     0.00  parafin_ (mpi-non.f:31)
  0.00     28.25     0.00        1     0.00     0.00  paraint_ (mpi-non.f:8)
  0.00     28.25     0.00        1     0.00     0.00  param_ (read02.f:22689)
  0.00     28.25     0.00        1     0.00     0.89  pegs5_ (egs5.f:11015)
  0.00     28.25     0.00        1     0.00     0.00  pmdcon_ (egs5.f:12988)
  0.00     28.25     0.00        1     0.00     0.00  prelastino_ (egs5.f:13981)
  0.00     28.25     0.00        1     0.00     0.00  pydecy_ (pyjet.f:3722)
  0.00     28.25     0.00        1     0.00     0.00  pykfin_ (pyjet.f:5194)
  0.00     28.25     0.00        1     0.00     0.00  rangei_ (range.f:1157)
  0.00     28.25     0.00        1     0.00     0.01  read00_ (read00.f:3)
  0.00     28.25     0.00        1     0.00     0.00  rk1_ (egs5.f:5029)
  0.00     28.25     0.00        1     0.00     0.00  rluxgo_ (egs5.f:5961)
  0.00     28.25     0.00        1     0.00     0.00  rluxinit_ (egs5.f:5897)
  0.00     28.25     0.00        1     0.00     0.00  rmsfit_ (egs5.f:5283)
  0.00     28.25     0.00        1     0.00     0.00  seqlin_ (a-main1.f:20142)
  0.00     28.25     0.00        1     0.00     0.00  set_anatal_ (anatally.f:506)
  0.00     28.25     0.00        1     0.00     0.00  set_libcsmax_ (ggm08.f:1543)
  0.00     28.25     0.00        1     0.00     0.00  set_sangel_ (sangel.f:172)
  0.00     28.25     0.00        1     0.00     0.00  set_sumtal_ (sumtally.f:499)
  0.00     28.25     0.00        1     0.00     0.00  setbnk_ (read00.f:2213)
  0.00     28.25     0.00        1     0.00     0.00  setcg_ (marscg.f:573)
  0.00     28.25     0.00        1     0.00     0.00  setcvp_ (utl03.f:694)
  0.00     28.25     0.00        1     0.00     0.00  setegs_ (read00.f:11074)
  0.00     28.25     0.00        1     0.00     0.00  setgg_ (ggs00.f:3)
  0.00     28.25     0.00        1     0.00     0.01  setmat_ (ggm02.f:3)
  0.00     28.25     0.00        1     0.00     0.02  setmd_ (ggm01.f:3)
  0.00     28.25     0.00        1     0.00     0.00  setpag_ (read00.f:11213)
  0.00     28.25     0.00        1     0.00     0.00  setpar_ (read00.f:2538)
  0.00     28.25     0.00        1     0.00     0.00  setresval_ (restart.f:727)
  0.00     28.25     0.00        1     0.00     0.00  setrnd_restart_ (restart.f:673)
  0.00     28.25     0.00        1     0.00     0.00  setrnd_xorshift_ (randmc.f:139)
  0.00     28.25     0.00        1     0.00     0.00  settal_ (tallsm1.f:3)
  0.00     28.25     0.00        1     0.00     0.01  setxst_ (ggm02.f:1736)
  0.00     28.25     0.00        1     0.00     0.00  sourcecheck_ (errcheck.f:161)
  0.00     28.25     0.00        1     0.00     0.01  sours_ (read02.f:12569)
  0.00     28.25     0.00        1     0.00     0.00  sumcput_ (analyz.f:9075)
  0.00     28.25     0.00        1     0.00     0.00  sumout_ (analyz.f:2112)
  0.00     28.25     0.00        1     0.00     0.00  suppressalpha_n14_ (photnucl.f:11308)
  0.00     28.25     0.00        1     0.00     0.00  suppressalpha_o16_ (photnucl.f:12625)
  0.00     28.25     0.00        1     0.00     0.00  title_ (read02.f:25340)
  0.00     28.25     0.00        1     0.00     0.00  tprodct_ (tallsm2.f:33674)
  0.00     28.25     0.00        1     0.00     0.00  tregion2_ (tallsm1.f:5547)
  0.00     28.25     0.00        1     0.00     0.00  tregion4_ (tallsm1.f:6642)
  0.00     28.25     0.00        1     0.00     0.00  tregion_ (tallsm1.f:5115)
  0.00     28.25     0.00        1     0.00     0.00  ttrack_ (tallsm2.f:14330)
  0.00     28.25     0.00        1     0.00     0.00  txymesh_ (tallsm1.f:7417)
  0.00     28.25     0.00        1     0.00     0.00  whone_ (a-line.f:3)
  0.00     28.25     0.00        1     0.00     0.00  wlgnd_ (a-main1.f:22315)
Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 11.54      0.03     0.03    70127     0.00     0.00  tsufreg_ (talls02.f:4)
  7.69      0.05     0.02    25404     0.00     0.00  nasa_ (getflt.f:4401)
  7.69      0.07     0.02        9     2.22     2.22  redxst_ (ggm02.f:2710)
  3.85      0.08     0.01   351314     0.00     0.00  rang_xorshift64_ (randmc.f:339)
  3.85      0.09     0.01   185450     0.00     0.00  dbvalu_ (atima01.f:2917)
  3.85      0.10     0.01   109303     0.00     0.00  chkcll_ (ggs01.f:38)
  3.85      0.11     0.01    96199     0.00     0.00  idcyc_ (getflt.f:1611)
  3.85      0.12     0.01    90131     0.00     0.00  talls01_ (talls00.f:3)
  3.85      0.13     0.01    70125     0.00     0.00  ggmsor_ (ggs02.f:3)
  3.85      0.14     0.01    50808     0.00     0.00  radius_ (getflt.f:4727)
  3.85      0.15     0.01    50125     0.00     0.00  dcyfl_ (getflt.f:1551)
  3.85      0.16     0.01    50125     0.00     0.00  parfre_ (partrs.f:1155)
  3.85      0.17     0.01    47569     0.00     0.00  splitng_ (celimp.f:3)
  3.85      0.18     0.01    47569     0.00     0.00  wtcutof_ (celimp.f:1431)
  3.85      0.19     0.01    43223     0.00     0.00  setsuf_ (ggs03.f:212)
  3.85      0.20     0.01    25783     0.00     0.00  gomupr_ (geocntl.f:231)
  3.85      0.21     0.01    22610     0.00     0.00  bspder_ (atima01.f:692)
  3.85      0.22     0.01    20002     0.00     0.00  __ggbankmod_MOD_init_ggbank (ggbankmod.f:25)
  3.85      0.23     0.01    20000     0.00     0.00  sors_ (sors.f:3)
  3.85      0.24     0.01     5067     0.00     0.00  acecos_ (ggm05.f:3395)
  3.85      0.25     0.01      154     0.06     0.19  lsyslv_ (atima01.f:6100)
  3.85      0.26     0.01                             j4save_ (atima01.f:5998)
  0.00      0.26     0.00   351314     0.00     0.00  rang_ (randmc.f:210)
  0.00      0.26     0.00   294564     0.00     0.00  fltrn_ (utlnmtc.f:127)
  0.00      0.26     0.00   294564     0.00     0.00  unirn_ (utlnmtc.f:115)
  0.00      0.26     0.00   222540     0.00     0.00  dintrv_ (atima01.f:4326)
  0.00      0.26     0.00   206516     0.00     0.00  tregck_ (tallsm1.f:4356)
  0.00      0.26     0.00   180262     0.00     0.00  __talmod_MOD_get_tr_head_pointer (talmod.f:22)
  0.00      0.26     0.00   151450     0.00     0.00  cputime_ (utl01.f:3)
  0.00      0.26     0.00   108010     0.00     0.00  ibryf_ (utl02.f:90)
  0.00      0.26     0.00    89272     0.00     0.00  lgeval_ (ggs00.f:3613)
  0.00      0.26     0.00    74467     0.00     0.00  pcheck_ (tallsm1.f:4124)
  0.00      0.26     0.00    73282     0.00     0.00  aimp_ (celimp.f:3148)
  0.00      0.26     0.00    71315     0.00     0.00  bvalue_ (atima01.f:1110)
  0.00      0.26     0.00    71315     0.00     0.00  interv_ (atima01.f:5889)
  0.00      0.26     0.00    70129     0.00     0.00  analyz_ (analyz.f:3)
  0.00      0.26     0.00    70127     0.00     0.00  ttracreg_ (talls01.f:13424)
  0.00      0.26     0.00    70125     0.00     0.00  fsurf_ (ggs01.f:270)
  0.00      0.26     0.00    70125     0.00     0.00  ggmdis_ (ggs02.f:804)
  0.00      0.26     0.00    70125     0.00     0.00  gomdis_ (geocntl.f:138)
  0.00      0.26     0.00    70125     0.00     0.00  gomsor_ (geocntl.f:3)
  0.00      0.26     0.00    66461     0.00     0.00  ichgf_ (utl02.f:149)
  0.00      0.26     0.00    50808     0.00     0.00  bs_radius_ (kurotama0.f:188)
  0.00      0.26     0.00    50808     0.00     0.00  sigpn_fit_ (kurotama0.f:362)
  0.00      0.26     0.00    50808     0.00     0.00  sigpp_fit_ (kurotama0.f:321)
  0.00      0.26     0.00    50125     0.00     0.00  getflt_ (getflt.f:3)
  0.00      0.26     0.00    50125     0.00     0.00  partrs_ (partrs.f:3)
  0.00      0.26     0.00    50125     0.00     0.00  timtrs_ (partrs.f:4434)
  0.00      0.26     0.00    47569     0.00     0.00  celimp_ (celimp.f:1162)
  0.00      0.26     0.00    47569     0.00     0.00  fclsta_ (celimp.f:1793)
  0.00      0.26     0.00    47569     0.00     0.00  update_ (update.f:3)
